config_id,power_mw,energy_mwh,scenario,dc_price_addition_percent,dam_weight,idm_weight,dc_weight,expected_return,portfolio_risk
1,10,10,up_15%,15.0,0.20529910508730584,0.0,0.7947008949126947,820.9108969460351,389.1726585794562
1,10,10,up_20%,20.0,0.20563337909945328,0.0,0.7943666209005471,852.4505379613195,389.155859066456
1,10,10,up_25%,25.0,0.20589760466308146,0.0,0.7941023953369187,884.0042300608818,389.1388378323059
1,10,10,up_30%,30.0,0.20610750816008144,1.951563910473908e-18,0.7938924918399186,915.5652161477943,389.12212197117736
2,30,30,base_case,0.0,0.20399498494993998,5.290906601729262e-16,0.7960050150500595,2178.8068296546526,1167.7864676735594
2,30,30,down_80%,-80.0,0.21857362912514544,0.7814263708748573,0.0,1401.0751297855738,1141.4829470567984
2,30,30,down_75%,-75.0,0.21575961411695938,0.7842403858830359,4.739264536368637e-15,1401.292646149107,1141.5485933711134
2,30,30,down_70%,-70.0,0.21190586210965298,0.7880941378903441,2.9090123229653347e-15,1401.5905315975406,1141.6583117194834
2,30,30,down_65%,-65.0,0.20637565583689482,0.793624344163106,0.0,1402.0180027924605,1141.8485975551628
2,30,30,down_60%,-60.0,0.19776518500570794,0.8022348149942912,9.866926611284906e-16,1402.6835707791631,1142.2220600015573
2,30,30,down_55%,-55.0,0.18265893900154848,0.8173410609984484,3.1172980863303223e-15,1403.8512460360384,1143.0884233649963
2,30,30,down_50%,-50.0,0.15012883145463773,0.8498711685453704,0.0,1406.365742468548,1145.7745634700661
2,30,30,down_45%,-45.0,0.05232535032180627,0.9476746496781814,1.2378986724570495e-14,1413.925708387524,1158.7172174690168
2,30,30,down_40%,-40.0,0.0846115291517276,0.5311807798202994,0.384207691027973,1418.4178811600955,1157.135092598128
2,30,30,down_35%,-35.0,0.187861013612593,0.0,0.812138986387407,1515.4170542471336,1170.662301960565
2,30,30,down_30%,-30.0,0.1936577013150286,8.651933336434325e-17,0.8063422986849713,1610.6803883841235,1169.6334314140342
2,30,30,down_25%,-25.0,0.1973450884434368,0.0,0.8026549115565635,1705.4962483135873,1168.984849493729
2,30,30,down_20%,-20.0,0.19968965093323732,3.198396408832238e-16,0.8003103490667623,1800.2200911990221,1168.5654311142946
2,30,30,down_15%,-15.0,0.20130197750991644,1.5394993755110761e-16,0.7986980224900834,1894.8851166552029,1168.2814733642135
2,30,30,down_10%,-10.0,0.20244758899913937,0.0,0.7975524110008609,1989.5282244474924,1168.0694313435822
2,30,30,down_5%,-5.0,0.20332475561314406,0.0,0.7966752443868562,2084.181849092017,1167.9131647421964
2,30,30,up_5%,5.0,0.2045335961815838,1.7455654977016621e-16,0.795466403818416,2273.429438416784,1167.684666677548
2,30,30,up_10%,10.0,0.2049715859542359,1.2235402406917684e-17,0.7950284140457642,2368.0842323136235,1167.6006879316974
2,30,30,up_15%,15.0,0.20532773997726517,0.0,0.794672260022735,2462.721710734087,1167.5273967698377
2,30,30,up_20%,20.0,0.20563760268061404,1.3292318634672284e-16,0.7943623973193858,2557.356786347903,1167.4686144476261
2,30,30,up_25%,25.0,0.2058906380907995,6.192962809237201e-16,0.7941093619091999,2652.0160877811395,1167.4132749883183
2,30,30,up_30%,30.0,0.2061191940764572,0.0,0.7938808059235434,2746.637131395851,1167.3692088388652
3,50,50,base_case,0.0,0.2039954024546437,0.0,0.7960045975453567,3631.3474929497665,1946.3109700897628
3,50,50,down_80%,-80.0,0.21858450762819392,0.7814154923718121,0.0,2335.123868042734,1902.4692831889265
3,50,50,down_75%,-75.0,0.21576213457969662,0.7842378654202955,7.79064313061184e-15,2335.4874717406815,1902.5806246333082
3,50,50,down_70%,-70.0,0.2119119190821389,0.78808808091787,0.0,2335.9834914265434,1902.762671731938
3,50,50,down_65%,-65.0,0.20637085749988354,0.7936291425001256,0.0,2336.6973412427506,1903.0819254030098
3,50,50,down_60%,-60.0,0.19775854531891227,0.8022414546810797,8.02483079986871e-15,2337.806857420507,1903.7049557658759
3,50,50,down_55%,-55.0,0.1826488927690423,0.8173511072309589,0.0,2339.753419922224,1905.1492699094706
3,50,50,down_50%,-50.0,0.15012966111328746,0.8498703388867157,0.0,2343.942842327313,1909.6247458097557
3,50,50,down_45%,-45.0,0.05229993337568251,0.9477000666243112,6.2471729178614765e-15,2356.546155271672,1931.2021392324202
3,50,50,down_40%,-40.0,0.08472314354557606,0.5305487684510479,0.384728088003376,2364.0563121149353,1928.561154440099
3,50,50,down_35%,-35.0,0.187854673987276,0.0,0.812145326012724,2525.7033085031994,1951.1003020245537
3,50,50,down_30%,-30.0,0.19365248353224507,0.0,0.8063475164677553,2684.4175258203745,1949.3877831982597
3,50,50,down_25%,-25.0,0.19733932996893455,0.0,0.8026606700310657,2842.497991986407,1948.3050155955154
3,50,50,down_20%,-20.0,0.1996938508947082,0.0,0.8003061491052919,3000.3826537564833,1947.6111217235816
3,50,50,down_15%,-15.0,0.20129886146111098,0.0,0.798701138538889,3158.1946673292255,1947.1337709828374
3,50,50,down_10%,-10.0,0.20245344301348403,0.0,0.7975465569865162,3315.8182066287013,1946.7860227321507
3,50,50,down_5%,-5.0,0.20332151037874677,2.218277644905342e-16,0.796678489621253,3473.585768593546,1946.5205034938729
3,50,50,up_5%,5.0,0.20453237587598397,4.2479041117982064e-16,0.7954676241240157,3789.1081322205773,1946.1410489028274
3,50,50,up_10%,10.0,0.2049696633994007,3.3480163086352377e-16,0.795030336600599,3946.8690054647973,1946.0003101011723
3,50,50,up_15%,15.0,0.20533166681534756,7.991191335808783e-17,0.7946683331846525,4104.474719404812,1945.8817756197132
3,50,50,up_20%,20.0,0.20563667477348407,0.0,0.7943633252265162,4262.239617910964,1945.780343319988
3,50,50,up_25%,25.0,0.2058968092557195,1.003537530852583e-15,0.7941031907442795,4420.006097722387,1945.6926773034243
3,50,50,up_30%,30.0,0.2061211822295576,1.5228703714731395e-15,0.7938788177704408,4577.774337805002,1945.616177622877
4,100,100,base_case,0.0,0.20399549832386987,3.5063098258181213e-16,0.7960045016761298,7262.694816746271,3892.621824410988
4,100,100,down_80%,-80.0,0.21858474111334225,0.781415258886666,0.0,4670.247963778075,3804.9384716037994
4,100,100,down_75%,-75.0,0.2157611220093509,0.78423887799065,0.0,4670.9754941590345,3805.1611879831257
4,100,100,down_70%,-70.0,0.21191272607022812,0.7880872739297707,1.1796119636642288e-15,4671.967067335366,3805.525147198223
4,100,100,down_65%,-65.0,0.20637220091118239,0.7936277990888139,3.7643499428696714e-15,4673.394632538481,3806.163560284607
4,100,100,down_60%,-60.0,0.19775817109241411,0.8022418289075867,0.0,4675.614113341284,3807.4098470503936
4,100,100,down_55%,-55.0,0.18265364713931273,0.8173463528606909,0.0,4679.505927237289,3810.2973525037783
4,100,100,down_50%,-50.0,0.1501166973850627,0.8498833026149353,1.9810542095655137e-15,4687.889359484496,3819.2535465371816
4,100,100,down_45%,-45.0,0.05229951020668336,0.9477004897933248,0.0,4713.092821011048,3862.4042780027835
4,100,100,down_40%,-40.0,0.08463833262971757,0.5310297350871391,0.3843319322831433,4728.072290888436,3857.1173725044937
4,100,100,down_35%,-35.0,0.1878547670731789,2.0166160408230382e-17,0.8121452329268212,5051.406725945982,3902.2004874955514
4,100,100,down_30%,-30.0,0.19365380134730786,3.3458479042902667e-16,0.8063461986526919,5368.9135069518015,3898.7748152308613
4,100,100,down_25%,-25.0,0.19733941535081734,4.053761811740816e-16,0.8026605846491822,5684.996025393454,3896.609920311908
4,100,100,down_20%,-20.0,0.19969398080584758,0.0,0.8003060191941526,6000.76500974666,3895.22215946807
4,100,100,down_15%,-15.0,0.20129835438764204,1.2750217548429532e-16,0.7987016456123579,6316.231372417431,3894.267916298934
4,100,100,down_10%,-10.0,0.2024540442367741,0.0,0.7975459557632264,6631.793588586501,3893.571605104688
4,100,100,down_5%,-5.0,0.20332168483193552,0.0,0.7966783151680644,6947.170726839288,3893.040949798072
4,100,100,up_5%,5.0,0.2045325539524784,6.771926769344461e-16,0.795467446047521,7578.215300743893,3892.282038710696
4,100,100,up_10%,10.0,0.20496953969780887,0.0,0.7950304603021914,7893.580573423572,3892.000638640856
4,100,100,up_15%,15.0,0.20533199975782893,0.0,0.7946680002421713,8209.105886462756,3891.7633505355616
4,100,100,up_20%,20.0,0.2056368545144224,7.357395942486633e-16,0.7943631454855768,8524.478050560865,3891.5606267313788
4,100,100,up_25%,25.0,0.2058969500115324,0.0,0.7941030499884678,8840.011370030832,3891.3852653784406
4,100,100,up_30%,30.0,0.20612121329502234,0.0,0.7938787867049779,9155.469704372104,3891.2322671731563
5,10,15,base_case,0.0,3.069729496752929e-16,0.2846647408668669,0.7153352591331329,764.7791592900797,528.1830638408543
5,10,15,down_80%,-80.0,0.8500412817483768,0.1499587182516241,2.8523642861889194e-16,653.99849402526,492.1689261855208
5,10,15,down_75%,-75.0,0.8483952871868752,0.15160471281312377,9.82716656093065e-16,654.052004139168,492.1963516398696
5,10,15,down_70%,-70.0,0.8464334127325656,0.15356658726743316,1.5703244000017665e-15,654.1157832839962,492.2338770029155
5,10,15,down_65%,-65.0,0.8440736320745085,0.15592636792549067,9.2753470733771e-16,654.192498076843,492.28290973846
5,10,15,down_60%,-60.0,0.8411673588245692,0.1588326411754308,4.2889628293002845e-16,654.2869789556331,492.35186870089404
5,10,15,down_55%,-55.0,0.8375017938498084,0.16249820615019128,4.52652390468956e-16,654.4061438690093,492.45118943780056
5,10,15,down_50%,-50.0,0.8327406408233776,0.1672593591766222,2.7755575615628914e-16,654.5609255716588,492.6004728143306
5,10,15,down_45%,-45.0,0.8263088629704504,0.17369113702955036,7.726687967782391e-17,654.7700181006351,492.8361070590504
5,10,15,down_40%,-40.0,0.8172132228178719,0.1827867771821278,3.3292323599509696e-16,655.0657109006115,493.22278853177625
5,10,15,down_35%,-35.0,0.8033907839997428,0.19660921600025721,3.495478052137815e-17,655.5150685673701,493.92360047165397
5,10,15,down_30%,-30.0,0.780006258635097,0.21999374136490393,0.0,656.275282875017,495.3717991937678
5,10,15,down_25%,-25.0,0.7331822271797814,0.2668177728202185,2.1250362580715887e-17,657.7974988746561,498.96801066453764
5,10,15,down_20%,-20.0,0.615597597209486,0.384402402790514,4.85722573273506e-17,661.6200916649253,509.9532474005835
5,10,15,down_15%,-15.0,4.9363866709597336e-17,0.4448892361497506,0.5551107638502495,679.72748896357,523.4960986435249
5,10,15,down_10%,-10.0,1.11421666073006e-16,0.3256784852313744,0.6743215147686255,706.1976017563945,525.8843140728209
5,10,15,down_5%,-5.0,3.377703989494047e-16,0.29611319231355776,0.703886807686442,735.363373980662,527.4746033412051
5,10,15,up_5%,5.0,4.7322909860220526e-17,0.2787774822847494,0.7212225177152506,794.2398444727776,528.566194905949
5,10,15,up_10%,10.0,0.0,0.2752326221041127,0.7247673778958874,823.7131190402661,528.803373430542
5,10,15,up_15%,15.0,0.0,0.2728775137506306,0.7271224862493697,853.1613638148247,528.9639995081232
5,10,15,up_20%,20.0,2.002341242429375e-16,0.27118407240605347,0.7288159275939463,882.6421961972032,529.0798127489701
5,10,15,up_25%,25.0,3.0589691768745106e-16,0.26992637110794526,0.7300736288920545,912.1226020391272,529.167079639949
5,10,15,up_30%,30.0,1.4622528761041686e-16,0.268958881554083,0.7310411184459168,941.5967863097118,529.2351609243674
6,50,75,base_case,0.0,1.9129472557253161e-16,0.2846675658243031,0.7153324341756968,3823.894513446822,2640.9148932091757
6,50,75,down_80%,-80.0,0.8500508748447588,0.14994912515524206,0.0,3269.9919723071575,2460.8357302267023
6,50,75,down_75%,-75.0,0.8484047148957505,0.15159528510424938,1.8347863065536991e-16,3270.2595488153333,2460.972964678293
6,50,75,down_70%,-70.0,0.8464454750885722,0.1535545249114276,3.09627378256646e-16,3270.5780151627873,2461.1580148657104
6,50,75,down_65%,-65.0,0.8440780980278358,0.1559219019721651,0.0,3270.9628225369643,2461.410816281863
6,50,75,down_60%,-60.0,0.8411649498952591,0.15883505010474236,0.0,3271.436342747189,2461.7627130209426
6,50,75,down_55%,-55.0,0.8374926986755893,0.16250730132441102,0.0,3272.033252032401,2462.2663404583236
6,50,75,down_50%,-50.0,0.8327315219236149,0.16726847807638495,3.0922895739997775e-16,3272.8071616703273,2463.0128504529202
6,50,75,down_45%,-45.0,0.8263148801450348,0.17368511985496482,2.9023201194714835e-16,3273.850160318405,2464.1752145004243
6,50,75,down_40%,-40.0,0.8172219628904598,0.18277803710953966,4.992959940186939e-16,3275.3281765036418,2466.106418433738
6,50,75,down_35%,-35.0,0.8033952728588525,0.1966047271411483,0.0,3277.5756479237393,2469.61448413253
6,50,75,down_30%,-30.0,0.7800109538506699,0.21998904614933115,0.0,3281.3766725022306,2476.8554668537004
6,50,75,down_25%,-25.0,0.7331803688720396,0.2668196311279601,2.5818371612287714e-16,3288.9887908823553,2494.8412663399163
6,50,75,down_20%,-20.0,0.6155928281171481,0.3844071718828519,3.382710778154774e-17,3308.102160503138,2549.7706588436276
6,50,75,down_15%,-15.0,1.4814600956437832e-16,0.44489097557619145,0.5551090244238086,3398.640308308587,2617.480099717375
6,50,75,down_10%,-10.0,2.225184574575387e-16,0.3256815263145184,0.6743184736854814,3530.9933531707075,2629.4233398429756
6,50,75,down_5%,-5.0,0.0,0.29612141450259727,0.703878585497403,3676.807939824456,2637.373182185841
6,50,75,up_5%,5.0,2.3961917849857695e-16,0.27877606670612143,0.7212239332938782,3971.2091578663944,2642.8323638607103
