config_id,power_mw,energy_mwh,risk_aversion,baseline_dam_weight,baseline_idm_weight,baseline_dc_weight,baseline_expected_return,baseline_portfolio_risk
16,10,30,6.0,0.0,5.662137425588298e-15,0.9999999999999958,4114.749041095885,3111.9698805589264
16,10,30,7.0,2.7200464103316335e-15,0.0,1.0,4114.74904109589,3111.9698805589273
16,10,30,8.0,3.219646771412954e-15,0.0,1.0,4114.74904109589,3111.9698805589273
16,10,30,9.0,0.0,1.2490009027033011e-14,0.9999999999999922,4114.749041095879,3111.969880558926
16,10,30,10.0,2.1094237467877974e-15,0.0,1.0,4114.74904109589,3111.9698805589273
17,15,60,0.5,0.0,0.0,1.0,6172.126575342466,5302.226719800309
17,15,60,1.0,0.0,5.551115123125783e-17,1.0,6172.126575342466,5302.226719800309
17,15,60,2.0,0.0,5.551115123125783e-17,1.0,6172.126575342466,5302.226719800309
17,15,60,3.0,0.0020909215909076565,0.0,0.9979090784090926,6170.9885735081025,5301.47469674939
17,15,60,4.5,0.06894605013799146,0.0,0.9310539498620086,6134.602101985671,5280.84465426318
17,15,60,6.0,0.10387540452789923,0.04980718560031389,0.8463174098717868,6073.5138861796295,5256.376778594209
17,15,60,7.0,0.11983660746456623,0.1106141138823069,0.7695492786531268,6013.456553176934,5234.049692007549
17,15,60,8.0,0.1321588346605882,0.1563589420925961,0.7114822232468156,5968.104379277651,5218.306462241354
17,15,60,9.0,0.14158602768133646,0.191875593616631,0.6665383787020326,5932.968720224106,5206.917175939316
17,15,60,10.0,0.1491245622526979,0.22028620386519265,0.6305892338821094,5904.864235665034,5198.398904032494
