config_id,power_mw,energy_mwh,baseline_dam_weight,baseline_idm_weight,baseline_dc_weight,baseline_expected_return,baseline_portfolio_risk,updated_2024_idm_weight,updated_2024_dc_weight,updated_2024_expected_return,updated_2024_portfolio_risk,updated_2022_idm_weight,updated_2022_dc_weight,updated_2022_expected_return,updated_2022_portfolio_risk,updated_2021_idm_weight,updated_2021_dc_weight,updated_2021_expected_return,updated_2021_portfolio_risk
1,10,10,3.004629197474319e-18,0.5997757602707645,0.4002242397292356,819.3392072337292,535.8842126979666,0.12324509016210308,0.876754909837897,1040.9739841095854,623.5561129966445,0.13968614198727702,0.860313858012723,1109.144070953794,1062.505175555247,0.15227669200072397,0.8477233079992761,1099.2832845342346,1633.5326901646292
2,30,30,0.0,0.5997756115033233,0.4002243884966768,2458.0172395017403,1607.648879209416,0.12324491566344023,0.8767550843365598,3122.928415476567,1870.658663334008,0.13968670650271137,0.8603132934972886,3327.4377806132284,3187.514689621553,0.15227736133906028,0.8477226386609397,3297.855201725019,4900.596930577896
3,50,50,0.0,0.5997756174037266,0.4002243825962734,4096.695780149382,2679.4162980132264,0.12324501824752224,0.8767549817524778,5204.879390228687,3117.7705650269904,0.13968651304728455,0.8603134869527155,5545.728952705389,5312.525680830038,0.1522767640695784,0.8477232359304216,5496.425293251542,8167.663856858144
4,100,100,0.0,0.5997756874279199,0.40022431257208013,8193.39161495847,5358.83238129761,0.12324498052103991,0.8767550194789601,10409.759082247732,6235.541196108753,0.13968652465461617,0.8603134753453838,11091.457881050464,10625.050780108439,0.1522767640695784,0.8477232359304216,10992.850619878813,16335.327298681696
5,10,15,0.010484147949788074,0.0,0.989515852050212,1134.5095895880697,641.6949484950518,0.12443081361225006,0.8755691863877499,1048.6160736815098,623.1039590776119,0.8598032981958993,0.14019670180410065,1301.8380579061486,1453.9852559076428,0.8492802731999856,0.1507197268000145,1212.8239275706849,2237.0631467000326
6,50,75,0.010476048740753332,0.0,0.9895239512592467,5672.5613152389815,3208.470035603195,0.12443365107720757,0.8755663489227924,5243.1222926044475,3115.5348884584737,0.859802825571752,0.14019717442824794,6509.2446170640105,7269.984379565751,0.8492826164793059,0.1507173835206941,6064.171825011841,11185.418149656063
7,100,150,0.01047590215066028,7.56295259583383e-17,0.9895240978493396,11345.1231837071,6416.940196999717,0.12443360098194924,0.8755663990180508,10486.250014780822,6231.080240172012,0.8598027194726245,0.14019728052737546,13018.491096442945,14539.971081036327,0.8492827310081156,0.15071726899188445,12128.346308839571,22370.841479914776
8,10,20,8.973825869789965e-16,0.13319683692693612,0.8668031630730629,1135.4865525485034,736.1486727526924,0.12520454371256842,0.8747954562874316,1078.4977916007542,635.9795241323006,0.8593897249241731,0.1406102750758269,1662.738739075551,1858.5225176640724,0.8503565688912181,0.1496434311087818,1517.5497328239135,2859.3689340396795
9,30,60,0.0,0.13320416557166856,0.8667958344283326,3406.457529673956,2208.4472067401994,0.12520430927509002,0.8747956907249099,3235.499747971514,1907.928819892384,0.8593891927596511,0.14061080724034894,4988.21592381912,5575.565840629633,0.8503557823742028,0.14964421762579716,4552.649264731044,8578.103222423797
10,50,100,0.0,0.13320254424371206,0.8667974557562889,5677.430510321261,3680.744751877262,0.12520444742578224,0.8747955525742177,5392.498354343112,3179.8875478032965,0.8593893313339857,0.14061066866601435,8313.693793887753,9292.610530136235,0.8503563658597436,0.1496436341402564,7587.750142253839,14296.843264660616
11,100,200,2.161003156341352e-15,0.1332027157770218,0.8667972842229761,11354.861026115148,7361.489926026988,0.1252044348666329,0.8747955651333671,10784.996851159925,6359.7750901574855,0.8593893428818521,0.14061065711814796,16627.387446319914,18585.22125048928,0.8503563750053004,0.14964362499469966,15175.500511657978,28593.686943183704
12,200,400,3.0807464704770018e-15,0.13320261440881337,0.8667973855911836,22709.72204642954,14722.979392750422,0.1252044390530161,0.874795560946984,21569.993710245144,12719.550167894398,0.8593893390325634,0.1406106609674366,33254.774916308816,37170.44221385767,0.8503563676888548,0.14964363231114525,30351.000911487765,57187.37360177301
13,300,600,1.7066293841654132e-15,0.13320266845570952,0.8667973315442888,34064.58308086463,22084.469427562737,0.12520443172684512,0.8747955682731549,32354.99062946273,19079.32526881703,0.8593893390325631,0.140610660967437,49882.16264522972,55755.663488569815,0.8503563676888548,0.14964363231114514,45526.5016700983,85781.0605344699
14,400,800,0.0,0.13320262865195226,0.866797371348049,45419.44407648222,29445.958977589056,0.12520442719311847,0.8747955728068815,43139.98756192854,25439.100390106596,0.8593893428818521,0.14061065711814796,66509.55016199827,74340.88465303088,0.8503563676888548,0.14964363231114525,60702.001962760136,114374.74742907292
15,5,15,0.7656081880935753,0.23439181190642433,3.45429278212381e-16,709.7675940154587,476.168784861405,0.12618598903869194,0.8738140109613081,130.28992359392274,87.24120630669125,0.8608823905034796,0.13911760949652038,264.74585992003097,297.7391280733309,0.8531281527389991,0.14687184726100086,229.62898078137934,439.7474400361601
16,10,30,0.7656052925216043,0.23439470747839508,6.441036928135741e-16,1419.5356043317913,952.33914314356,0.1261984550076576,0.8738015449923424,260.58602007769554,174.4839290094199,0.8608880321167929,0.13911196788320715,529.5005316585289,595.4871313671249,0.8531516675529374,0.1468483324470627,459.2694233843119,879.5158956868145
17,15,60,0.8999204768333211,0.10007952316667876,1.1796119636642288e-16,2574.657017772013,1734.1572727244816,0.8719857719102768,0.12801422808972318,171.07025553444146,141.07130582495088,0.8632742200405384,0.13672577995946156,409.933956237145,450.1593046295487,0.8546110879860538,0.14538891201394621,343.593134105047,667.5970968933216
