config_id,power_mw,energy_mwh,baseline_dam_weight,baseline_idm_weight,baseline_dc_weight,baseline_expected_return,baseline_portfolio_risk,updated_2021_idm_weight,updated_2021_dc_weight,updated_2021_expected_return,updated_2021_portfolio_risk,updated_2022_idm_weight,updated_2022_dc_weight,updated_2022_expected_return,updated_2022_portfolio_risk,updated_2023_idm_weight,updated_2023_dc_weight,updated_2023_expected_return,updated_2023_portfolio_risk
1,10,10,0.2039875929239367,1.0297752234267321e-15,0.7960124070760622,726.2726510938808,389.261324722966,0.8262233648891442,0.17377663511085578,689.9917058815009,1273.7873465563348,0.7560424901161816,0.24395750988381837,713.8977035642382,790.6358712169456,0.15335581425995276,0.8466441857400473,587.5715576323905,313.8720859200972
2,30,30,0.20399241973061766,0.0,0.796007580269383,2178.8106180816594,1167.7852540279855,0.8262252567674669,0.17377474323253306,2069.961954481224,3821.3425274861293,0.7560415760649777,0.24395842393502232,2141.678297749445,2371.8921158287476,0.15335589483496243,0.8466441051650375,1762.697946015709,941.6138824354729
3,50,50,0.2039954024546437,0.0,0.7960045975453567,3631.3474929497665,1946.3109700897628,0.8262245669350256,0.17377543306497448,3449.9241612428855,6368.878012371389,0.7560407270530489,0.24395927294695113,3569.450912131292,3953.1352256050327,0.15335735771251213,0.8466426422874879,2937.8197153077376,1569.3458327890476
4,100,100,0.20399549832386987,3.5063098258181213e-16,0.7960045016761298,7262.694816746271,3892.621824410988,0.8262246240244961,0.17377537597550383,6899.846295642188,12737.75550205904,0.7560409153713403,0.24395908462865967,7138.899781662956,7906.271637667154,0.15335613118810767,0.8466438688118924,5875.636150627768,3138.6999765085593
5,10,15,0.0,0.28467018207056166,0.7153298179294386,764.7789177266906,528.1827661534984,0.826132469582955,0.17386753041704495,1164.1798808462065,2216.7342550804033,0.7585481233846039,0.2414518766153962,1212.6698623835255,1368.6509107786126,0.1530460077570527,0.8469539922429472,766.6014762903183,402.83076274361855
6,50,75,1.9129472557253161e-16,0.2846675658243031,0.7153324341756968,3823.894513446822,2640.9148932091757,0.826133384086139,0.173866615913861,5820.900973464071,11083.676835726556,0.7585477368383702,0.24145226316162982,6063.348605995685,6843.251204283657,0.15304759343202354,0.8469524065679765,3833.0054409932177,2014.1498442286243
7,100,150,0.0,0.28466748059581143,0.7153325194041888,7647.789290293098,5281.829650852969,0.8261333915883233,0.17386660841167673,11641.802027775379,22167.353497131116,0.7585477380816512,0.24145226191834873,12126.696786160788,13686.502593311401,0.1530475198885955,0.8469524801114046,7666.011283827608,4028.2996356553917
8,10,20,0.7557175970134471,0.24428240298655296,1.5612511283791264e-17,855.0989050379939,642.2696604027193,0.8261123581492922,0.17388764185070782,353.627440737014,685.115709630849,0.7604588198173251,0.2395411801826749,371.53841787433356,422.4095579514385,0.1528418225592426,0.8471581774407574,194.00334645974345,124.91874593480689
9,30,60,0.755722788587795,0.24427721141220507,2.6020852139652106e-17,2565.296600408116,1926.806444538722,0.8261113787905658,0.1738886212094342,1060.859037330574,2055.302202490252,0.7604653005720811,0.23953469942791894,1114.5950478419206,1267.2106789615777,0.15285955766596449,0.8471404423340355,581.9949704193206,374.74774915648806
10,50,100,0.7557217692800252,0.24427823071997484,0.0,4275.494898265036,3211.3452490353616,0.8261108716815627,0.17388912831843728,1768.1062279919881,3425.5166702182128,0.7604637497945833,0.2395362502054167,1857.6659344848174,2112.0232529389295,0.15285729508612236,0.8471427049138777,970.0015330838712,624.5826489746066
11,100,200,0.755721982281677,0.24427801771832303,0.0,8550.989445307638,6422.690063512764,0.8261086843695497,0.17389131563045038,3536.204069174789,6851.018254165791,0.7604631406820931,0.23953685931790691,3715.3260103388825,4224.039839946383,0.15285526615989894,0.8471447327012407,1939.9963147058431,1249.164532168281
12,200,400,0.7557220087664404,0.2442779912335597,1.734723475976807e-18,17101.97904616222,12845.379752975117,0.8261082521717338,0.17389174782826616,7072.406742159001,13702.03158510672,0.760463628825783,0.239536371174217,7430.6552395851195,8448.083600984126,0.1528564259603109,0.8471435740396891,3879.9981521226673,2498.328288395979
13,300,600,0.7557218740487897,0.24427812595121023,8.673617379884035e-18,25652.968511138097,19268.070437839895,0.8261085548473676,0.17389144515263247,10608.618369082647,20553.06233346119,0.760463724914407,0.23953627508559305,11145.99015843055,12672.13292967085,0.1528566405485969,0.8471433594514032,5820.002683102477,3747.4940135766687
14,400,800,0.7557219268030207,0.24427807319697925,3.469446951953614e-17,34203.95800471139,25690.759727182965,0.8261085390004619,0.17389146099953812,14144.820780240629,27404.076964434054,0.7604634439632556,0.2395365560367444,14861.313086197399,16896.16972072322,0.1528566719736373,0.8471433280263627,7759.998989386646,4996.658152033184
15,5,15,0.9999999999999999,1.1102230246251565e-16,2.7755575615628914e-17,594.1501912568306,440.7503568603956,,,,,,,,,,,,
16,10,30,1.0,5.551115123125783e-17,1.3877787807814457e-17,1188.3009289617482,881.5005042668417,,,,,,,,,,,,
17,15,60,0.9903030753867084,2.0816681711721685e-17,0.009696924613291635,2181.049320217916,1677.5629359983286,0.8240494390090654,0.17595056099093462,31.82274869800772,63.28815388672258,0.761920507900193,0.2380794920998071,35.8226007737624,40.4013882989156,0.8465552948919183,0.15344470510808178,18.08839415232041,13.409864511713597
