config_id,power_mw,energy_mwh,risk_aversion,baseline_dam_weight,baseline_idm_weight,baseline_dc_weight,baseline_expected_return,baseline_portfolio_risk,num_trading_days,dam_mean,idm_mean,dc_mean,dam_std,idm_std,dc_std,corr_dam_idm,corr_dam_dc,corr_idm_dc
8,10,20,2.0,2.5589425331822943e-16,0.21833749278207387,0.7816625072179259,1373.354097483076,1492.397125094151,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,3.0,0.04534751121495326,0.2827300239352022,0.6719224648498446,1341.1182941333377,1443.4631817502836,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,4.5,0.38257661630025774,0.19140565148796773,0.42601773221177464,1264.104477785723,1338.0181395275379,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,6.0,0.5511911706808568,0.14574346376425568,0.3030653655548875,1225.5975694782176,1285.5237433987913,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,7.0,0.6234545239807456,0.12617396499769057,0.25037151102156385,1209.0946141458794,1263.1333684983824,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,8.0,0.6776480441867228,0.11150252744421463,0.21084942836906267,1196.7169959262055,1246.4140431448902,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,9.0,0.7198057015305847,0.10008128698474147,0.18011301148467396,1187.0906652398746,1233.4759270533846,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
8,10,20,10.0,0.7535286194094577,0.09094884649958658,0.15552253409095584,1179.3892822770606,1223.1824551870259,181,1130.0085082872927,1150.296077348066,1435.6596685082875,1083.7485077131778,1667.943369492493,622.7433941644384,0.353959751126602,0.826957668990936,0.35410295362305366
9,30,60,0.5,0.0,1.1102230246251565e-16,1.0,4306.97955801105,4880.639116686729,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,1.0,0.0,0.0,1.0,4306.97955801105,4880.639116686729,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,2.0,0.0,0.21833597299256716,0.781664027007433,4120.063977134538,4477.195075762253,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,3.0,0.045355251599085884,0.28272552702291165,0.6719192213780024,4023.3519759138676,4330.387364020398,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,4.5,0.38258168443754664,0.19140283900567379,0.4260154765567796,3792.3116617023065,4014.0535334999972,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,6.0,0.5511949041836977,0.14574149350508847,0.30306360231121393,3676.791502823155,3856.571013291362,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,7.0,0.6234576873073739,0.1261723558048971,0.250369956887729,3627.2828776592187,3789.4001827544753,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,8.0,0.6776507824481335,0.11150118602864538,0.2108480315232212,3590.1502038537637,3739.242434558984,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,9.0,0.7198081035028837,0.1000801579164329,0.18011173858068347,3561.2713541890575,3700.428271812952,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
9,30,60,10.0,0.7535307527614865,0.0909478861053221,0.15552136113319123,3538.167319865639,3669.5480106819045,181,3390.026243093923,3450.8880110497244,4306.97955801105,3251.245895960027,5003.829965727521,1868.2343733149112,0.3539596041432913,0.8269551141948894,0.35409791833633475
10,50,100,0.5,0.0,3.3306690738754696e-16,1.0,7178.298342541437,8134.398777516708,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,1.0,0.0,2.7755575615628914e-16,0.9999999999999998,7178.298342541437,8134.398777516708,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,2.0,4.639047791505081e-17,0.2183364227787647,0.7816635772212354,6866.771917613028,7461.989519879646,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,3.0,0.04535316475912521,0.2827267747836058,0.6719200604572689,6705.5874042332325,7217.312611409127,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,4.5,0.3825803548689851,0.19140359529679551,0.42601604983421953,6320.520053077386,6690.089082004815,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,6.0,0.551193950113896,0.1457420060311258,0.30306404385497815,6127.986376527481,6427.617962873063,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,7.0,0.6234568944774748,0.12617276376310727,0.25037034175941797,6045.471967308433,6315.666462918685,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,8.0,0.6776501097637909,0.11150151522236115,0.21084837501384787,5983.584153855583,6232.070126491682,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,9.0,0.7198075262036598,0.10008042541818937,0.1801120483781508,5935.452716905636,6167.379778288264,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
10,50,100,10.0,0.7535302519578606,0.09094810449286185,0.1555216435492774,5896.945975731838,6115.912610321075,181,5650.043922651934,5751.4799447513815,7178.298342541437,5418.742929974071,8339.71615610864,3113.7218396152925,0.35395955863370365,0.8269565007153867,0.3540996108357294
11,100,200,0.5,0.0,0.0,1.0,14356.596685082874,16268.797249987681,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,1.0,0.0,0.0,1.0,14356.596685082874,16268.797249987681,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,2.0,0.0,0.21833642055807068,0.7816635794419294,13733.543901877038,14923.978776375368,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,3.0,0.04535308760967684,0.28272680790307614,0.671920104487247,13411.175037887608,14434.625159793512,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,4.5,0.38258031071513315,0.19140361677589574,0.42601607250897117,12641.040317239922,13380.178065261065,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,6.0,0.5511939211362263,0.14574202179807572,0.3030640570656979,12255.972958703356,12855.235814576645,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,7.0,0.6234568713516047,0.12617277670253263,0.25037035194586277,12090.944141011752,12631.332813660756,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
11,100,200,8.0,0.6776500941266089,0.11150152570321345,0.21084838017017765,11967.16850615626,12464.140128654491,181,11300.088066298342,11502.960165745857,14356.596685082874,10837.485649802782,16679.432064794033,6227.443679230585,0.35395955445128996,0.8269565293081927,0.3540996184517758
