config_id,power_mw,energy_mwh,risk_aversion,baseline_dam_weight,baseline_idm_weight,baseline_dc_weight,baseline_expected_return,baseline_portfolio_risk,num_trading_days,num_2024_days,num_2025_days,dam_mean,idm_mean,dc_mean,dam_std,idm_std,dc_std,corr_dam_idm,corr_dam_dc,corr_idm_dc
7,100,150,9.0,2.1282790148776423e-18,0.2625388244119573,0.7374611755880426,9424.09707547483,7641.374733590348,550,369,181,7177.341945454546,7481.060945454546,10115.82490909091,6088.884540774234,8745.337457028403,5711.723071564784,0.4652530156738399,0.736079663219579,0.3862504500205938
7,100,150,10.0,0.062102331535445685,0.2609517489551496,0.6769459195094046,9245.792001476993,7608.253536289428,550,369,181,7177.341945454546,7481.060945454546,10115.82490909091,6088.884540774234,8745.337457028403,5711.723071564784,0.4652530156738399,0.736079663219579,0.3862504500205938
8,10,20,0.5,0.0,0.0,1.0,1011.5829090909093,1112.9636583496044,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,1.0,6.425245556465862e-16,0.12828694235381194,0.8717130576461875,1006.2700896400252,1066.11608926912,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,2.0,0.0,0.29287458723005844,0.707125412769942,999.4539287351835,1019.6210838125951,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,3.0,6.33475989134169e-17,0.3476810690308496,0.6523189309691503,997.1841970134412,1009.6092366444452,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,4.5,0.015455083049166483,0.37799028519381794,0.6065546317570157,994.774091759197,1002.6918107291955,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,6.0,0.27132699253612486,0.29216338146923454,0.4365096259946406,979.2082705210161,963.4948493891435,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,7.0,0.3809731648815056,0.25537238262365103,0.36365445249484335,972.5385249282068,946.8258584666349,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,8.0,0.46320779493114705,0.22777913250549414,0.30901307256335886,967.536215715271,934.4106226048306,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,9.0,0.5271680667022347,0.20631771520993172,0.2665142180878335,963.6455304985975,924.8295391141859,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
8,10,20,10.0,0.5783360802052261,0.18914882353581716,0.2325150962589569,960.53298753407,917.2307238756273,550,369,181,936.8571636363637,970.1693454545455,1011.5829090909093,808.1156981925079,1146.9153854084607,571.1711921531233,0.4664534256242614,0.7351450849378283,0.3841598112060555
9,30,60,0.5,1.1102230246251565e-16,5.551115123125783e-17,0.9999999999999998,3034.7465454545454,3338.889818786702,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,1.0,9.454566541385858e-16,0.1282871764835519,0.8717128235164472,3018.8083379127465,3198.347554040369,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,2.0,0.0,0.29287441874619513,0.7071255812538051,2998.3602643186514,3058.8637835969566,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,3.0,3.4809889616608756e-17,0.3476807613814668,0.6523192386185331,2991.55120602092,3028.828549484367,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,4.5,0.015456428325591654,0.3779893631875662,0.606554208486842,2984.3207749738676,3008.07582622533,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,6.0,0.2713279874396477,0.2921628648042834,0.43650914775606886,2937.623877932042,2890.4851443706307,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,7.0,0.38097401051444835,0.255372039687939,0.3636539497976127,2917.614883757541,2840.478265539059,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,8.0,0.4632085288229115,0.22777891966121255,0.3090125515158759,2902.6081380497394,2803.232633585707,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,9.0,0.5271687145068203,0.20631760261495652,0.2665136828782232,2890.936223833115,2774.489446212696,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
9,30,60,10.0,0.5783366581821313,0.18914879372635932,0.23251454809150943,2881.598707979654,2751.6930545147616,550,369,181,2810.5721454545455,2910.508036363636,3034.7465454545454,2424.3470646423198,3440.7459792026807,1713.5166313298937,0.46645332437578396,0.7351442068818889,0.38415696292260193
10,50,100,0.5,2.220446049250313e-16,0.0,0.9999999999999998,5057.912363636363,5564.816109953296,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,1.0,0.0,0.12828621503360074,0.8717137849663995,5031.348720208514,5330.580638320773,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,2.0,6.427402624930481e-16,0.29287391672001456,0.7071260832799848,4997.268292946225,5098.1066125921625,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,3.0,0.0,0.3476804147306061,0.6523195852693939,4985.919760523618,5048.047622074843,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,4.5,0.015456879957683073,0.37798893580773574,0.6065541842345813,4973.868833807719,5013.459298932914,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,6.0,0.2713283324231303,0.29216255422231446,0.43650911335455517,4896.040503877627,4817.474981955022,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,7.0,0.38097431128335,0.2553717779694865,0.3636539107471634,4862.692107885343,4734.130250276754,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,8.0,0.4632087966228325,0.2277786942811244,0.30901250909604305,4837.680810755241,4672.05424789057,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,9.0,0.5271689581843539,0.20631740424424166,0.26651363757140434,4818.22757786514,4624.148975346449,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
10,50,100,10.0,0.5783368777625403,0.18914862077222155,0.23251450146523797,4802.665018423761,4586.155024225014,550,369,181,4684.2872181818175,4850.846909090908,5057.912363636363,4040.57843368469,5734.5765246183055,2855.861586746102,0.4664532904406768,0.7351441940900407,0.3841572004527695
