registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Installed capacity (MW),Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.59,2025-03-11T07:00:00,2025-03-11T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.8,2025-03-12T03:00:00,2025-03-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.16,2025-03-12T07:00:00,2025-03-12T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,8.8,2025-03-12T15:00:00,2025-03-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.85,2025-03-12T11:00:00,2025-03-12T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.66,2025-03-12T19:00:00,2025-03-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.5,2025-03-12T03:00:00,2025-03-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.76,2025-03-12T07:00:00,2025-03-12T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.95,2025-03-12T11:00:00,2025-03-12T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.96,2025-03-12T15:00:00,2025-03-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.69,2025-03-12T19:00:00,2025-03-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1,2025-03-13T19:00:00,2025-03-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.82,2025-03-13T03:00:00,2025-03-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.68,2025-03-13T07:00:00,2025-03-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.69,2025-03-13T11:00:00,2025-03-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3,2025-03-13T19:00:00,2025-03-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.47,2025-03-13T15:00:00,2025-03-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.34,2025-03-13T07:00:00,2025-03-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3,2025-03-13T03:00:00,2025-03-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,7.2,2025-03-13T15:00:00,2025-03-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.13,2025-03-13T11:00:00,2025-03-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.68,2025-03-14T07:00:00,2025-03-14T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.69,2025-03-14T11:00:00,2025-03-14T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.48,2025-03-14T19:00:00,2025-03-14T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.21,2025-03-14T15:00:00,2025-03-14T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.25,2025-03-14T07:00:00,2025-03-14T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.04,2025-03-14T03:00:00,2025-03-14T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.99,2025-03-14T11:00:00,2025-03-14T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.51,2025-03-14T15:00:00,2025-03-14T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.44,2025-03-14T19:00:00,2025-03-14T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4,2025-03-14T03:00:00,2025-03-14T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.67,2025-03-15T03:00:00,2025-03-15T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.69,2025-03-15T07:00:00,2025-03-15T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.61,2025-03-15T15:00:00,2025-03-15T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.67,2025-03-15T11:00:00,2025-03-15T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.54,2025-03-15T19:00:00,2025-03-15T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.59,2025-03-15T03:00:00,2025-03-15T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.25,2025-03-15T11:00:00,2025-03-15T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.57,2025-03-15T07:00:00,2025-03-15T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.86,2025-03-15T15:00:00,2025-03-15T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.51,2025-03-15T19:00:00,2025-03-15T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,8.45,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.13,2025-03-16T19:00:00,2025-03-16T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.47,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.55,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.57,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.3,2025-03-16T15:00:00,2025-03-16T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.76,2025-03-16T03:00:00,2025-03-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.1,2025-03-16T15:00:00,2025-03-16T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2,2025-03-16T03:00:00,2025-03-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.5,2025-03-16T19:00:00,2025-03-16T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.86,2025-03-17T11:00:00,2025-03-17T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.69,2025-03-17T15:00:00,2025-03-17T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,1.82,2025-03-17T03:00:00,2025-03-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.42,2025-03-17T15:00:00,2025-03-17T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.98,2025-03-17T03:00:00,2025-03-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.18,2025-03-17T19:00:00,2025-03-17T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.75,2025-03-17T07:00:00,2025-03-17T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.45,2025-03-17T19:00:00,2025-03-17T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.84,2025-03-17T07:00:00,2025-03-17T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.94,2025-03-17T11:00:00,2025-03-17T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,10.48,2025-03-24T15:00:00,2025-03-24T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.44,2025-03-24T03:00:00,2025-03-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.83,2025-03-24T11:00:00,2025-03-24T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.37,2025-03-24T07:00:00,2025-03-24T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.44,2025-03-24T19:00:00,2025-03-24T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.69,2025-03-24T03:00:00,2025-03-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.59,2025-03-24T19:00:00,2025-03-24T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.01,2025-03-24T15:00:00,2025-03-24T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.69,2025-03-24T11:00:00,2025-03-24T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.33,2025-03-24T07:00:00,2025-03-24T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.27,2025-03-25T11:00:00,2025-03-25T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.52,2025-03-25T07:00:00,2025-03-25T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,7.31,2025-03-25T03:00:00,2025-03-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.05,2025-03-25T19:00:00,2025-03-25T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.22,2025-03-25T07:00:00,2025-03-25T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.5,2025-03-25T03:00:00,2025-03-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.42,2025-03-25T15:00:00,2025-03-25T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.55,2025-03-25T11:00:00,2025-03-25T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.5,2025-03-25T19:00:00,2025-03-25T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,7.5,2025-03-25T15:00:00,2025-03-25T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.42,2025-03-26T15:00:00,2025-03-26T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.43,2025-03-26T11:00:00,2025-03-26T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.58,2025-03-26T19:00:00,2025-03-26T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.37,2025-03-26T07:00:00,2025-03-26T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,7.99,2025-03-26T15:00:00,2025-03-26T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.75,2025-03-26T03:00:00,2025-03-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,1.76,2025-03-26T11:00:00,2025-03-26T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.79,2025-03-26T07:00:00,2025-03-26T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.25,2025-03-26T03:00:00,2025-03-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.29,2025-03-26T19:00:00,2025-03-26T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.6,2025-03-27T03:00:00,2025-03-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,8.69,2025-03-27T19:00:00,2025-03-27T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.69,2025-03-27T15:00:00,2025-03-27T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,9.69,2025-03-27T11:00:00,2025-03-27T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.57,2025-03-27T19:00:00,2025-03-27T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.89,2025-03-27T07:00:00,2025-03-27T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,11.2,2025-03-27T15:00:00,2025-03-27T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.85,2025-03-27T03:00:00,2025-03-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.46,2025-03-27T11:00:00,2025-03-27T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.33,2025-03-27T07:00:00,2025-03-27T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.2,2025-03-28T07:00:00,2025-03-28T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.69,2025-03-28T15:00:00,2025-03-28T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.67,2025-03-28T03:00:00,2025-03-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.78,2025-03-28T11:00:00,2025-03-28T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.38,2025-03-28T07:00:00,2025-03-28T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,7.69,2025-03-28T03:00:00,2025-03-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.77,2025-03-28T19:00:00,2025-03-28T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.09,2025-03-28T15:00:00,2025-03-28T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6.08,2025-03-28T11:00:00,2025-03-28T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.39,2025-03-28T19:00:00,2025-03-28T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.6,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,8.69,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.94,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.21,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.11,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.67,2025-03-29T07:00:00,2025-03-29T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.36,2025-03-29T03:00:00,2025-03-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.23,2025-03-29T19:00:00,2025-03-29T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6.14,2025-03-29T15:00:00,2025-03-29T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.69,2025-03-29T11:00:00,2025-03-29T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,8.04,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.57,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6.32,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.9,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.1,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,10.33,2025-03-30T18:00:00,2025-03-30T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.56,2025-03-30T02:00:00,2025-03-30T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.42,2025-03-30T10:00:00,2025-03-30T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,8.69,2025-03-30T14:00:00,2025-03-30T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,9.08,2025-03-30T06:00:00,2025-03-30T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6.69,2025-03-31T10:00:00,2025-03-31T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.54,2025-03-31T06:00:00,2025-03-31T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,13.8,2025-03-31T14:00:00,2025-03-31T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,8.69,2025-03-31T02:00:00,2025-03-31T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.69,2025-03-31T10:00:00,2025-03-31T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,8.67,2025-03-31T06:00:00,2025-03-31T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.69,2025-03-31T18:00:00,2025-03-31T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.01,2025-03-31T02:00:00,2025-03-31T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6,2025-03-31T18:00:00,2025-03-31T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6,2025-03-31T14:00:00,2025-03-31T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.59,2025-04-01T14:00:00,2025-04-01T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.88,2025-04-01T06:00:00,2025-04-01T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.96,2025-04-01T18:00:00,2025-04-01T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.74,2025-04-01T02:00:00,2025-04-01T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,8.69,2025-04-01T10:00:00,2025-04-01T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6.76,2025-04-01T14:00:00,2025-04-01T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.38,2025-04-01T06:00:00,2025-04-01T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.98,2025-04-01T18:00:00,2025-04-01T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.7,2025-04-01T02:00:00,2025-04-01T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.36,2025-04-01T10:00:00,2025-04-01T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.71,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,1.11,2025-04-05T02:00:00,2025-04-05T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.08,2025-04-06T14:00:00,2025-04-06T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.8,2025-04-06T14:00:00,2025-04-06T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,1.98,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.89,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.65,2025-04-06T18:00:00,2025-04-06T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.16,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,4.97,2025-04-06T02:00:00,2025-04-06T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.9,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,6,2025-04-06T10:00:00,2025-04-06T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.98,2025-04-06T06:00:00,2025-04-06T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.95,2025-04-07T06:00:00,2025-04-07T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.52,2025-04-07T18:00:00,2025-04-07T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.58,2025-04-07T06:00:00,2025-04-07T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.44,2025-04-07T10:00:00,2025-04-07T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.07,2025-04-07T10:00:00,2025-04-07T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.69,2025-04-07T14:00:00,2025-04-07T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.01,2025-04-07T02:00:00,2025-04-07T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,5.54,2025-04-07T14:00:00,2025-04-07T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.81,2025-04-07T02:00:00,2025-04-07T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.23,2025-04-07T18:00:00,2025-04-07T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.72,2025-04-08T10:00:00,2025-04-08T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6.02,2025-04-08T14:00:00,2025-04-08T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,6,2025-04-08T02:00:00,2025-04-08T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,2.95,2025-04-08T14:00:00,2025-04-08T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.96,2025-04-08T02:00:00,2025-04-08T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5,2025-04-08T18:00:00,2025-04-08T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,5.16,2025-04-08T06:00:00,2025-04-08T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.56,2025-04-08T18:00:00,2025-04-08T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.36,2025-04-08T06:00:00,2025-04-08T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,2.94,2025-04-08T10:00:00,2025-04-08T14:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,1.15,2025-04-09T06:00:00,2025-04-09T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,3.47,2025-04-09T14:00:00,2025-04-09T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.89,2025-04-09T18:00:00,2025-04-09T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.94,2025-04-09T02:00:00,2025-04-09T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.41,2025-04-09T06:00:00,2025-04-09T10:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.31,2025-04-09T14:00:00,2025-04-09T18:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.73,2025-04-09T18:00:00,2025-04-09T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,3.48,2025-04-09T02:00:00,2025-04-09T06:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCH,25,23,0.54,2025-04-10T18:00:00,2025-04-10T22:00:00,,
CONRAD ENERGY (TRADING) LIMITED,BLKB-1,Response,DCL,25,23,4.69,2025-04-10T10:00:00,2025-04-10T14:00:00,,
