registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Installed capacity (MW),delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-5.43,2024-03-19T07:00:00,2024-03-19T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,35,-3,2024-03-19T11:00:00,2024-03-19T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-2.79,2024-03-19T15:00:00,2024-03-19T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCL,52,15,5,2024-03-19T15:00:00,2024-03-19T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,1.48,2024-03-19T19:00:00,2024-03-19T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCL,52,15,2.55,2024-03-19T19:00:00,2024-03-19T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,25,-5,2024-03-19T23:00:00,2024-03-20T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,25,-6.13,2024-03-20T03:00:00,2024-03-20T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,1.03,2024-03-20T07:00:00,2024-03-20T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCL,52,15,1.38,2024-03-20T07:00:00,2024-03-20T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,25,-5.51,2024-03-20T11:00:00,2024-03-20T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-2.54,2024-03-20T15:00:00,2024-03-20T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCL,52,15,5.5,2024-03-20T15:00:00,2024-03-20T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,1.54,2024-03-20T19:00:00,2024-03-20T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCL,52,20,1.53,2024-03-20T19:00:00,2024-03-20T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,31,1.12,2024-03-20T23:00:00,2024-03-21T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,31,3.05,2024-03-21T03:00:00,2024-03-21T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,1.48,2024-03-21T07:00:00,2024-03-21T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,1,2024-03-21T11:00:00,2024-03-21T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,13,1.4,2024-03-21T15:00:00,2024-03-21T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,2.82,2024-03-21T19:00:00,2024-03-21T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,25,1.27,2024-03-21T23:00:00,2024-03-22T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,0.59,2024-03-22T03:00:00,2024-03-22T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-3.06,2024-03-22T07:00:00,2024-03-22T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,30,-4.23,2024-03-22T11:00:00,2024-03-22T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-2.17,2024-03-22T15:00:00,2024-03-22T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,1.44,2024-03-22T19:00:00,2024-03-22T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,37,1.6,2024-03-22T23:00:00,2024-03-23T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,35,2.7,2024-03-23T03:00:00,2024-03-23T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,1.08,2024-03-23T07:00:00,2024-03-23T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,26,2.5,2024-03-23T11:00:00,2024-03-23T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,3.4,2024-03-23T15:00:00,2024-03-23T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,0.68,2024-03-23T19:00:00,2024-03-23T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,28,3,2024-03-23T23:00:00,2024-03-24T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,28,4,2024-03-24T03:00:00,2024-03-24T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,38,4.57,2024-03-24T07:00:00,2024-03-24T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,43,3.12,2024-03-24T11:00:00,2024-03-24T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-0.64,2024-03-24T15:00:00,2024-03-24T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-5.13,2024-03-24T19:00:00,2024-03-24T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,30,1.63,2024-03-24T23:00:00,2024-03-25T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,34,4.5,2024-03-25T03:00:00,2024-03-25T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,-0.25,2024-03-25T07:00:00,2024-03-25T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,29,0.35,2024-03-25T11:00:00,2024-03-25T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,0.07,2024-03-25T15:00:00,2024-03-25T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,-0.57,2024-03-25T19:00:00,2024-03-25T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,38,3.5,2024-03-25T23:00:00,2024-03-26T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,38,4.75,2024-03-26T03:00:00,2024-03-26T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,2.33,2024-03-26T07:00:00,2024-03-26T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,31,0.5,2024-03-26T11:00:00,2024-03-26T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,37,2.42,2024-03-26T15:00:00,2024-03-26T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,2.17,2024-03-26T19:00:00,2024-03-26T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,1.38,2024-03-26T23:00:00,2024-03-27T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,31,2.57,2024-03-27T03:00:00,2024-03-27T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,1,2024-03-27T07:00:00,2024-03-27T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,33,2.61,2024-03-27T11:00:00,2024-03-27T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-2.94,2024-03-27T15:00:00,2024-03-27T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,0.19,2024-03-27T19:00:00,2024-03-27T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,25,1.57,2024-03-27T23:00:00,2024-03-28T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,26,3.5,2024-03-28T03:00:00,2024-03-28T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-4.5,2024-03-28T07:00:00,2024-03-28T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,23,4.1,2024-03-28T11:00:00,2024-03-28T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,4.2,2024-03-28T15:00:00,2024-03-28T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,31,0.75,2024-03-28T19:00:00,2024-03-28T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,26,2.27,2024-03-28T23:00:00,2024-03-29T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,20,1.49,2024-03-29T03:00:00,2024-03-29T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.19,2024-03-29T07:00:00,2024-03-29T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,22,6,2024-03-29T11:00:00,2024-03-29T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,0.73,2024-03-29T15:00:00,2024-03-29T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,2.1,2024-03-29T19:00:00,2024-03-29T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,36,1.38,2024-03-29T23:00:00,2024-03-30T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,25,-0.96,2024-03-30T03:00:00,2024-03-30T07:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,-0.01,2024-03-30T07:00:00,2024-03-30T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,26,-0.08,2024-03-30T11:00:00,2024-03-30T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,0.83,2024-03-30T15:00:00,2024-03-30T19:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,-0.03,2024-03-30T19:00:00,2024-03-30T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,35,-0.5,2024-03-30T23:00:00,2024-03-31T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,35,-0.95,2024-03-31T02:00:00,2024-03-31T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,2,2024-03-31T06:00:00,2024-03-31T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,15,3.9,2024-03-31T10:00:00,2024-03-31T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,4.37,2024-03-31T14:00:00,2024-03-31T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,0.65,2024-03-31T18:00:00,2024-03-31T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,1.7,2024-03-31T22:00:00,2024-04-01T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,3.5,2024-04-01T02:00:00,2024-04-01T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,-0.75,2024-04-01T06:00:00,2024-04-01T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,32,2.04,2024-04-01T10:00:00,2024-04-01T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,3,2024-04-01T14:00:00,2024-04-01T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-6.26,2024-04-01T18:00:00,2024-04-01T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,1.07,2024-04-01T22:00:00,2024-04-02T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,32,2,2024-04-02T02:00:00,2024-04-02T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,39,-0.11,2024-04-02T06:00:00,2024-04-02T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,30,-0.5,2024-04-02T10:00:00,2024-04-02T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DMH,52,38,-0.75,2024-04-02T14:00:00,2024-04-02T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.18,2024-04-02T18:00:00,2024-04-02T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,32,-3.99,2024-04-02T22:00:00,2024-04-03T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,41,1.5,2024-04-03T02:00:00,2024-04-03T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-4.52,2024-04-03T06:00:00,2024-04-03T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,36,-4.02,2024-04-03T10:00:00,2024-04-03T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-4.25,2024-04-03T14:00:00,2024-04-03T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.48,2024-04-03T18:00:00,2024-04-03T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,3,2024-04-03T22:00:00,2024-04-04T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,29,-2,2024-04-04T02:00:00,2024-04-04T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-5.07,2024-04-04T06:00:00,2024-04-04T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,38,1.32,2024-04-04T10:00:00,2024-04-04T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,0.71,2024-04-04T14:00:00,2024-04-04T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-5.18,2024-04-04T18:00:00,2024-04-04T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,22,1.92,2024-04-04T22:00:00,2024-04-05T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,36,7,2024-04-05T02:00:00,2024-04-05T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,1.95,2024-04-05T06:00:00,2024-04-05T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,24,1.34,2024-04-05T10:00:00,2024-04-05T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,37,3.45,2024-04-05T14:00:00,2024-04-05T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.16,2024-04-05T18:00:00,2024-04-05T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,1.32,2024-04-05T22:00:00,2024-04-06T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,1.49,2024-04-06T02:00:00,2024-04-06T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,2.87,2024-04-06T06:00:00,2024-04-06T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,28,8,2024-04-06T10:00:00,2024-04-06T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,43,5.01,2024-04-06T14:00:00,2024-04-06T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,4.5,2024-04-06T18:00:00,2024-04-06T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,37,4.1,2024-04-06T22:00:00,2024-04-07T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,37,7.15,2024-04-07T02:00:00,2024-04-07T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,6.86,2024-04-07T06:00:00,2024-04-07T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,25,7,2024-04-07T10:00:00,2024-04-07T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,4,2024-04-07T14:00:00,2024-04-07T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-1.21,2024-04-07T18:00:00,2024-04-07T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,41,7.94,2024-04-07T22:00:00,2024-04-08T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,41,2.34,2024-04-08T02:00:00,2024-04-08T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-3.33,2024-04-08T06:00:00,2024-04-08T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,15,-3.54,2024-04-08T10:00:00,2024-04-08T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-5.37,2024-04-08T14:00:00,2024-04-08T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,2,2024-04-08T18:00:00,2024-04-08T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,30,1.95,2024-04-08T22:00:00,2024-04-09T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,30,2.75,2024-04-09T02:00:00,2024-04-09T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.62,2024-04-09T06:00:00,2024-04-09T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,31,4.54,2024-04-09T10:00:00,2024-04-09T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,34,1.04,2024-04-09T14:00:00,2024-04-09T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,1.8,2024-04-09T18:00:00,2024-04-09T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,38,7.25,2024-04-09T22:00:00,2024-04-10T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,1.64,2024-04-10T02:00:00,2024-04-10T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-5.97,2024-04-10T06:00:00,2024-04-10T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,36,2.7,2024-04-10T10:00:00,2024-04-10T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,38,4.5,2024-04-10T14:00:00,2024-04-10T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,2.04,2024-04-10T18:00:00,2024-04-10T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,3,2024-04-10T22:00:00,2024-04-11T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,5.84,2024-04-11T02:00:00,2024-04-11T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-0.88,2024-04-11T06:00:00,2024-04-11T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-2.53,2024-04-11T10:00:00,2024-04-11T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-3.73,2024-04-11T14:00:00,2024-04-11T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-4.04,2024-04-11T18:00:00,2024-04-11T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-0.02,2024-04-11T22:00:00,2024-04-12T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,4.5,2024-04-12T02:00:00,2024-04-12T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,40,1.49,2024-04-12T06:00:00,2024-04-12T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,2.75,2024-04-12T10:00:00,2024-04-12T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,42,4.66,2024-04-12T14:00:00,2024-04-12T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-0.13,2024-04-12T18:00:00,2024-04-12T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,2.93,2024-04-12T22:00:00,2024-04-13T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,1.75,2024-04-13T02:00:00,2024-04-13T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,41,2.48,2024-04-13T06:00:00,2024-04-13T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,7.4,2024-04-13T10:00:00,2024-04-13T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,7.49,2024-04-13T14:00:00,2024-04-13T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,1.47,2024-04-13T18:00:00,2024-04-13T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,2.51,2024-04-13T22:00:00,2024-04-14T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,2.41,2024-04-14T02:00:00,2024-04-14T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,2.55,2024-04-14T06:00:00,2024-04-14T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,1.7,2024-04-14T10:00:00,2024-04-14T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,9.75,2024-04-14T14:00:00,2024-04-14T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.1,2024-04-14T18:00:00,2024-04-14T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,1.85,2024-04-14T22:00:00,2024-04-15T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,6.01,2024-04-15T02:00:00,2024-04-15T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,0.65,2024-04-15T06:00:00,2024-04-15T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,2.71,2024-04-15T10:00:00,2024-04-15T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,38,5.01,2024-04-15T14:00:00,2024-04-15T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,39,-1.17,2024-04-15T18:00:00,2024-04-15T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,31,4.94,2024-04-15T22:00:00,2024-04-16T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,6.92,2024-04-16T02:00:00,2024-04-16T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,3.45,2024-04-16T06:00:00,2024-04-16T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,1.26,2024-04-16T10:00:00,2024-04-16T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,2.28,2024-04-16T14:00:00,2024-04-16T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-0.5,2024-04-16T18:00:00,2024-04-16T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-4,2024-04-16T22:00:00,2024-04-17T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-4,2024-04-17T02:00:00,2024-04-17T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,3,2024-04-17T06:00:00,2024-04-17T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,31,-5,2024-04-17T10:00:00,2024-04-17T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,38,-6.36,2024-04-17T14:00:00,2024-04-17T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,43,1.1,2024-04-17T18:00:00,2024-04-17T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,1.6,2024-04-17T22:00:00,2024-04-18T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,29,1.38,2024-04-18T02:00:00,2024-04-18T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,40,-5.93,2024-04-18T06:00:00,2024-04-18T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,37,-2.02,2024-04-18T14:00:00,2024-04-18T18:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,44,4,2024-04-18T18:00:00,2024-04-18T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DCH,52,24,4.39,2024-04-18T22:00:00,2024-04-19T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,BUSTB-1,Response,DRH,52,28,6.46,2024-04-19T02:00:00,2024-04-19T06:00:00,,
