registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery quantity (MW) ,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.25,2025-01-03T19:00:00,2025-01-03T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.25,2025-01-04T03:00:00,2025-01-04T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.45,2025-01-04T11:00:00,2025-01-04T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.92,2025-01-04T19:00:00,2025-01-04T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.2,2025-01-03T23:00:00,2025-01-04T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.08,2025-01-04T07:00:00,2025-01-04T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.4,2025-01-04T15:00:00,2025-01-04T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.71,2025-01-05T11:00:00,2025-01-05T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.2,2025-01-05T19:00:00,2025-01-05T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.3,2025-01-04T23:00:00,2025-01-05T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.88,2025-01-05T07:00:00,2025-01-05T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.08,2025-01-05T15:00:00,2025-01-05T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.46,2025-01-05T03:00:00,2025-01-05T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.96,2025-01-06T03:00:00,2025-01-06T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.44,2025-01-06T19:00:00,2025-01-06T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.57,2025-01-06T07:00:00,2025-01-06T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.87,2025-01-06T11:00:00,2025-01-06T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.4,2025-01-05T23:00:00,2025-01-06T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.69,2025-01-07T11:00:00,2025-01-07T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.25,2025-01-06T23:00:00,2025-01-07T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.97,2025-01-07T15:00:00,2025-01-07T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.25,2025-01-07T03:00:00,2025-01-07T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.58,2025-01-07T19:00:00,2025-01-07T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2,2025-01-07T11:00:00,2025-01-07T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.51,2025-01-07T07:00:00,2025-01-07T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.25,2025-01-06T23:00:00,2025-01-07T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.88,2025-01-07T19:00:00,2025-01-07T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.33,2025-01-07T07:00:00,2025-01-07T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,53.69,2025-01-08T15:00:00,2025-01-08T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,6.25,2025-01-07T23:00:00,2025-01-08T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.28,2025-01-08T19:00:00,2025-01-08T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.83,2025-01-08T07:00:00,2025-01-08T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.75,2025-01-08T11:00:00,2025-01-08T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.8,2025-01-07T23:00:00,2025-01-08T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.2,2025-01-08T03:00:00,2025-01-08T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,7,2025-01-08T19:00:00,2025-01-08T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,3.04,2025-01-09T07:00:00,2025-01-09T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.69,2025-01-09T11:00:00,2025-01-09T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.32,2025-01-08T23:00:00,2025-01-09T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.3,2025-01-09T11:00:00,2025-01-09T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,6.69,2025-01-09T15:00:00,2025-01-09T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.8,2025-01-08T23:00:00,2025-01-09T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.2,2025-01-09T03:00:00,2025-01-09T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,12.19,2025-01-09T15:00:00,2025-01-09T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.67,2025-01-09T19:00:00,2025-01-09T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,5.75,2025-01-09T07:00:00,2025-01-09T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.51,2025-01-09T19:00:00,2025-01-09T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,14.5,2025-01-10T19:00:00,2025-01-10T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.95,2025-01-10T07:00:00,2025-01-10T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.85,2025-01-09T23:00:00,2025-01-10T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,3.71,2025-01-10T03:00:00,2025-01-10T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.25,2025-01-10T19:00:00,2025-01-10T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,23.02,2025-01-10T07:00:00,2025-01-10T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,8.09,2025-01-10T11:00:00,2025-01-10T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,3.58,2025-01-10T11:00:00,2025-01-10T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.25,2025-01-09T23:00:00,2025-01-10T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,22.22,2025-01-10T15:00:00,2025-01-10T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.25,2025-01-10T03:00:00,2025-01-10T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.29,2025-01-11T07:00:00,2025-01-11T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.13,2025-01-11T19:00:00,2025-01-11T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-11T07:00:00,2025-01-11T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.54,2025-01-11T11:00:00,2025-01-11T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.25,2025-01-10T23:00:00,2025-01-11T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.25,2025-01-11T11:00:00,2025-01-11T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,10.17,2025-01-11T15:00:00,2025-01-11T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.75,2025-01-10T23:00:00,2025-01-11T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.6,2025-01-11T03:00:00,2025-01-11T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.64,2025-01-11T15:00:00,2025-01-11T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.17,2025-01-11T19:00:00,2025-01-11T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,3.69,2025-01-13T23:00:00,2025-01-14T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.69,2025-01-14T03:00:00,2025-01-14T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1,2025-01-14T11:00:00,2025-01-14T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.11,2025-01-14T07:00:00,2025-01-14T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.9,2025-01-14T15:00:00,2025-01-14T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.5,2025-01-14T19:00:00,2025-01-14T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.99,2025-01-14T03:00:00,2025-01-14T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.42,2025-01-14T07:00:00,2025-01-14T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.93,2025-01-14T11:00:00,2025-01-14T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.51,2025-01-14T19:00:00,2025-01-14T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.02,2025-01-15T11:00:00,2025-01-15T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.45,2025-01-14T23:00:00,2025-01-15T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.5,2025-01-15T15:00:00,2025-01-15T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.52,2025-01-15T03:00:00,2025-01-15T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.6,2025-01-15T19:00:00,2025-01-15T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,7.48,2025-01-15T07:00:00,2025-01-15T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.14,2025-01-15T07:00:00,2025-01-15T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.96,2025-01-15T11:00:00,2025-01-15T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.85,2025-01-14T23:00:00,2025-01-15T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.9,2025-01-15T19:00:00,2025-01-15T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.4,2025-01-16T11:00:00,2025-01-16T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.84,2025-01-16T07:00:00,2025-01-16T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.75,2025-01-16T03:00:00,2025-01-16T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.1,2025-01-15T23:00:00,2025-01-16T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,7,2025-01-16T07:00:00,2025-01-16T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.72,2025-01-16T03:00:00,2025-01-16T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.35,2025-01-15T23:00:00,2025-01-16T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.63,2025-01-17T11:00:00,2025-01-17T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,6.48,2025-01-17T15:00:00,2025-01-17T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-17T15:00:00,2025-01-17T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.25,2025-01-17T19:00:00,2025-01-17T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.92,2025-01-17T07:00:00,2025-01-17T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-17T19:00:00,2025-01-17T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.87,2025-01-17T07:00:00,2025-01-17T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.59,2025-01-17T11:00:00,2025-01-17T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.53,2025-01-18T11:00:00,2025-01-18T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.95,2025-01-18T07:00:00,2025-01-18T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-18T15:00:00,2025-01-18T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.42,2025-01-18T19:00:00,2025-01-18T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.2,2025-01-17T23:00:00,2025-01-18T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.5,2025-01-18T07:00:00,2025-01-18T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.1,2025-01-18T15:00:00,2025-01-18T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.02,2025-01-18T11:00:00,2025-01-18T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2,2025-01-18T19:00:00,2025-01-18T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.3,2025-01-17T23:00:00,2025-01-18T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.33,2025-01-18T03:00:00,2025-01-18T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-18T23:00:00,2025-01-19T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.33,2025-01-19T07:00:00,2025-01-19T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.54,2025-01-19T03:00:00,2025-01-19T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.68,2025-01-18T23:00:00,2025-01-19T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-19T19:00:00,2025-01-19T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.91,2025-01-19T15:00:00,2025-01-19T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.7,2025-01-19T11:00:00,2025-01-19T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3,2025-01-19T19:00:00,2025-01-19T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.15,2025-01-19T07:00:00,2025-01-19T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,7.83,2025-01-19T15:00:00,2025-01-19T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.5,2025-01-19T03:00:00,2025-01-19T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2,2025-01-19T11:00:00,2025-01-19T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,7.24,2025-01-19T23:00:00,2025-01-20T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,12.86,2025-01-20T15:00:00,2025-01-20T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.2,2025-01-20T19:00:00,2025-01-20T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,8.75,2025-01-20T07:00:00,2025-01-20T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,9.01,2025-01-20T11:00:00,2025-01-20T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.27,2025-01-19T23:00:00,2025-01-20T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.5,2025-01-20T03:00:00,2025-01-20T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.84,2025-01-20T03:00:00,2025-01-20T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,9,2025-01-20T19:00:00,2025-01-20T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.6,2025-01-20T07:00:00,2025-01-20T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.27,2025-01-20T11:00:00,2025-01-20T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.5,2025-01-20T23:00:00,2025-01-21T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.6,2025-01-21T19:00:00,2025-01-21T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,10.35,2025-01-21T15:00:00,2025-01-21T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,3.64,2025-01-21T11:00:00,2025-01-21T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,9,2025-01-21T19:00:00,2025-01-21T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.75,2025-01-21T07:00:00,2025-01-21T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,55,2025-01-21T15:00:00,2025-01-21T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.25,2025-01-21T03:00:00,2025-01-21T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.77,2025-01-21T11:00:00,2025-01-21T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.42,2025-01-20T23:00:00,2025-01-21T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,6.82,2025-01-21T07:00:00,2025-01-21T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.7,2025-01-21T03:00:00,2025-01-21T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.21,2025-01-22T11:00:00,2025-01-22T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2,2025-01-22T19:00:00,2025-01-22T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,5.91,2025-01-21T23:00:00,2025-01-22T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,8.38,2025-01-22T03:00:00,2025-01-22T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,14.95,2025-01-22T15:00:00,2025-01-22T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,9,2025-01-22T11:00:00,2025-01-22T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,5.82,2025-01-21T23:00:00,2025-01-22T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,26.73,2025-01-22T19:00:00,2025-01-22T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,5,2025-01-22T03:00:00,2025-01-22T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,10.24,2025-01-22T07:00:00,2025-01-22T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,75,2025-01-22T15:00:00,2025-01-22T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,6.01,2025-01-22T07:00:00,2025-01-22T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,0.69,2025-01-23T19:00:00,2025-01-23T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.28,2025-01-22T23:00:00,2025-01-23T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.52,2025-01-23T03:00:00,2025-01-23T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.45,2025-01-23T11:00:00,2025-01-23T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.02,2025-01-23T07:00:00,2025-01-23T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1,2025-01-23T15:00:00,2025-01-23T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.4,2025-01-23T19:00:00,2025-01-23T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,1.7,2025-01-22T23:00:00,2025-01-23T03:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,3.6,2025-01-23T07:00:00,2025-01-23T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,2.91,2025-01-23T03:00:00,2025-01-23T07:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.75,2025-01-23T11:00:00,2025-01-23T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,4.69,2025-01-23T15:00:00,2025-01-23T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.5,2025-01-25T07:00:00,2025-01-25T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,3.45,2025-01-25T11:00:00,2025-01-25T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.59,2025-01-25T19:00:00,2025-01-25T23:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,4.87,2025-01-25T07:00:00,2025-01-25T11:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.99,2025-01-25T11:00:00,2025-01-25T15:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,43,1.25,2025-01-25T15:00:00,2025-01-25T19:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,43,2.92,2025-01-25T19:00:00,2025-01-25T23:00:00,,
