registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery quantity (MW) ,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.7,2024-04-25T18:00:00,2024-04-25T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.15,2024-04-25T22:00:00,2024-04-26T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.25,2024-04-26T10:00:00,2024-04-26T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.23,2024-04-26T14:00:00,2024-04-26T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.3,2024-04-27T02:00:00,2024-04-27T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.39,2024-04-27T06:00:00,2024-04-27T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.25,2024-04-27T10:00:00,2024-04-27T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.9,2024-04-27T14:00:00,2024-04-27T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.82,2024-04-27T18:00:00,2024-04-27T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.98,2024-04-27T22:00:00,2024-04-28T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.72,2024-04-28T02:00:00,2024-04-28T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.68,2024-04-28T06:00:00,2024-04-28T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.14,2024-04-28T10:00:00,2024-04-28T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.18,2024-04-28T14:00:00,2024-04-28T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.38,2024-04-28T18:00:00,2024-04-28T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.47,2024-04-28T22:00:00,2024-04-29T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.56,2024-04-29T02:00:00,2024-04-29T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.8,2024-04-29T06:00:00,2024-04-29T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.5,2024-04-29T18:00:00,2024-04-29T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.57,2024-04-29T22:00:00,2024-04-30T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.5,2024-04-30T02:00:00,2024-04-30T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,4.55,2024-04-30T06:00:00,2024-04-30T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.99,2024-04-30T10:00:00,2024-04-30T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.83,2024-04-30T18:00:00,2024-04-30T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.13,2024-04-30T22:00:00,2024-05-01T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.18,2024-05-01T02:00:00,2024-05-01T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.82,2024-05-01T06:00:00,2024-05-01T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-01T10:00:00,2024-05-01T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.51,2024-05-01T14:00:00,2024-05-01T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.86,2024-05-01T18:00:00,2024-05-01T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-01T22:00:00,2024-05-02T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.72,2024-05-02T02:00:00,2024-05-02T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.5,2024-05-02T06:00:00,2024-05-02T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.9,2024-05-02T22:00:00,2024-05-03T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.23,2024-05-03T02:00:00,2024-05-03T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.5,2024-05-03T06:00:00,2024-05-03T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.17,2024-05-03T10:00:00,2024-05-03T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.68,2024-05-03T14:00:00,2024-05-03T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.47,2024-05-03T18:00:00,2024-05-03T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.04,2024-05-03T22:00:00,2024-05-04T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.87,2024-05-04T02:00:00,2024-05-04T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.02,2024-05-04T06:00:00,2024-05-04T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.27,2024-05-04T10:00:00,2024-05-04T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,4,2024-05-04T14:00:00,2024-05-04T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.23,2024-05-04T18:00:00,2024-05-04T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.8,2024-05-04T22:00:00,2024-05-05T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-05T02:00:00,2024-05-05T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-05-05T06:00:00,2024-05-05T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.84,2024-05-05T10:00:00,2024-05-05T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.5,2024-05-05T14:00:00,2024-05-05T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.75,2024-05-05T18:00:00,2024-05-05T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.87,2024-05-05T22:00:00,2024-05-06T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.43,2024-05-06T02:00:00,2024-05-06T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.75,2024-05-06T06:00:00,2024-05-06T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.04,2024-05-06T10:00:00,2024-05-06T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.04,2024-05-06T14:00:00,2024-05-06T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.38,2024-05-06T18:00:00,2024-05-06T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-06T22:00:00,2024-05-07T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-07T02:00:00,2024-05-07T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.5,2024-05-07T06:00:00,2024-05-07T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.5,2024-05-07T10:00:00,2024-05-07T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.68,2024-05-07T14:00:00,2024-05-07T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.37,2024-05-07T18:00:00,2024-05-07T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-07T22:00:00,2024-05-08T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.99,2024-05-08T02:00:00,2024-05-08T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.3,2024-05-08T06:00:00,2024-05-08T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.22,2024-05-08T10:00:00,2024-05-08T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.51,2024-05-08T14:00:00,2024-05-08T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-05-08T18:00:00,2024-05-08T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.05,2024-05-08T22:00:00,2024-05-09T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-09T02:00:00,2024-05-09T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.25,2024-05-09T06:00:00,2024-05-09T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.42,2024-05-09T10:00:00,2024-05-09T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.86,2024-05-09T14:00:00,2024-05-09T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.94,2024-05-09T18:00:00,2024-05-09T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.16,2024-05-09T22:00:00,2024-05-10T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.28,2024-05-10T02:00:00,2024-05-10T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.23,2024-05-10T06:00:00,2024-05-10T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.29,2024-05-10T10:00:00,2024-05-10T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.47,2024-05-10T14:00:00,2024-05-10T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-05-10T18:00:00,2024-05-10T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.06,2024-05-10T22:00:00,2024-05-11T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.4,2024-05-11T02:00:00,2024-05-11T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.57,2024-05-11T06:00:00,2024-05-11T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.03,2024-05-11T10:00:00,2024-05-11T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.45,2024-05-11T14:00:00,2024-05-11T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.52,2024-05-11T18:00:00,2024-05-11T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.54,2024-05-11T22:00:00,2024-05-12T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.75,2024-05-12T02:00:00,2024-05-12T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.93,2024-05-12T06:00:00,2024-05-12T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.47,2024-05-12T10:00:00,2024-05-12T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.17,2024-05-12T14:00:00,2024-05-12T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,4.23,2024-05-12T18:00:00,2024-05-12T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.3,2024-05-12T22:00:00,2024-05-13T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.7,2024-05-13T02:00:00,2024-05-13T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.25,2024-05-13T10:00:00,2024-05-13T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.87,2024-05-13T14:00:00,2024-05-13T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.8,2024-05-13T18:00:00,2024-05-13T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.94,2024-05-13T22:00:00,2024-05-14T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.26,2024-05-14T02:00:00,2024-05-14T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.45,2024-05-14T06:00:00,2024-05-14T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.29,2024-05-14T10:00:00,2024-05-14T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.02,2024-05-14T22:00:00,2024-05-15T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.93,2024-05-15T02:00:00,2024-05-15T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.5,2024-05-15T14:00:00,2024-05-15T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3,2024-05-15T18:00:00,2024-05-15T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-15T22:00:00,2024-05-16T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.92,2024-05-16T02:00:00,2024-05-16T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.85,2024-05-16T06:00:00,2024-05-16T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.66,2024-05-16T10:00:00,2024-05-16T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.8,2024-05-16T14:00:00,2024-05-16T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.56,2024-05-16T18:00:00,2024-05-16T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.89,2024-05-16T22:00:00,2024-05-17T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.8,2024-05-17T02:00:00,2024-05-17T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.15,2024-05-17T06:00:00,2024-05-17T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.12,2024-05-17T10:00:00,2024-05-17T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.33,2024-05-17T14:00:00,2024-05-17T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.1,2024-05-17T18:00:00,2024-05-17T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.08,2024-05-17T22:00:00,2024-05-18T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.91,2024-05-18T02:00:00,2024-05-18T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.5,2024-05-18T06:00:00,2024-05-18T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.65,2024-05-18T10:00:00,2024-05-18T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.54,2024-05-18T14:00:00,2024-05-18T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.99,2024-05-18T18:00:00,2024-05-18T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.06,2024-05-18T22:00:00,2024-05-19T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-19T02:00:00,2024-05-19T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.5,2024-05-19T06:00:00,2024-05-19T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.5,2024-05-19T10:00:00,2024-05-19T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-05-19T14:00:00,2024-05-19T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3,2024-05-19T18:00:00,2024-05-19T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.03,2024-05-19T22:00:00,2024-05-20T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.12,2024-05-20T02:00:00,2024-05-20T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.5,2024-05-20T06:00:00,2024-05-20T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.47,2024-05-20T10:00:00,2024-05-20T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3,2024-05-20T14:00:00,2024-05-20T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.13,2024-05-20T18:00:00,2024-05-20T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1,2024-05-20T22:00:00,2024-05-21T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.19,2024-05-21T02:00:00,2024-05-21T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.05,2024-05-21T06:00:00,2024-05-21T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.38,2024-05-21T10:00:00,2024-05-21T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3,2024-05-21T14:00:00,2024-05-21T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.45,2024-05-21T18:00:00,2024-05-21T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.2,2024-05-21T22:00:00,2024-05-22T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,0.93,2024-05-22T02:00:00,2024-05-22T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.37,2024-05-22T06:00:00,2024-05-22T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.25,2024-05-22T10:00:00,2024-05-22T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.66,2024-05-22T14:00:00,2024-05-22T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.83,2024-05-22T18:00:00,2024-05-22T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.02,2024-05-25T02:00:00,2024-05-25T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.66,2024-05-25T06:00:00,2024-05-25T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.1,2024-05-25T10:00:00,2024-05-25T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.89,2024-05-25T14:00:00,2024-05-25T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.5,2024-05-25T18:00:00,2024-05-25T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.16,2024-05-27T22:00:00,2024-05-28T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.2,2024-05-28T02:00:00,2024-05-28T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-05-28T06:00:00,2024-05-28T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.42,2024-05-28T10:00:00,2024-05-28T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.76,2024-05-28T14:00:00,2024-05-28T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-05-28T18:00:00,2024-05-28T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.5,2024-05-30T22:00:00,2024-05-31T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.22,2024-05-31T02:00:00,2024-05-31T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.25,2024-05-31T06:00:00,2024-05-31T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.83,2024-05-31T10:00:00,2024-05-31T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.69,2024-05-31T14:00:00,2024-05-31T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.45,2024-05-31T18:00:00,2024-05-31T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.02,2024-05-31T22:00:00,2024-06-01T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.4,2024-06-01T02:00:00,2024-06-01T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.48,2024-06-01T06:00:00,2024-06-01T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-06-01T10:00:00,2024-06-01T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2.45,2024-06-01T14:00:00,2024-06-01T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.47,2024-06-01T18:00:00,2024-06-01T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.18,2024-06-01T22:00:00,2024-06-02T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.42,2024-06-02T02:00:00,2024-06-02T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.48,2024-06-02T06:00:00,2024-06-02T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.52,2024-06-02T10:00:00,2024-06-02T14:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.14,2024-06-02T14:00:00,2024-06-02T18:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,3.6,2024-06-02T18:00:00,2024-06-02T22:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,1.1,2024-06-02T22:00:00,2024-06-03T02:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-06-03T02:00:00,2024-06-03T06:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCH,46,1.1,2024-06-03T06:00:00,2024-06-03T10:00:00,,
SCOTTISHPOWER RENEWABLES (UK) LIMITED,WHLWB-1,Response,DCL,46,2,2024-06-03T06:00:00,2024-06-03T10:00:00,,
